release_group_name,release_count,first_release_date_year,artist_position,mbid,primary_type_name,secondary_type_name,dz_artist_id,dz_name,sc_artist_id
Bruxelles je t’aime,1,2021,0,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,Single,,1042268,Angèle,4807932
Out of Time (remix bundle),4,2022,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Paradise,6,2011,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Say Oui,1,2021,1,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
I Bet My Life (Riot Games remix),1,2015,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Remix,416239,Imagine Dragons,1188385
Shivers (Ofenbach Remix),1,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
A L I E N S (Markus Dravs remix),1,2017,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Hearts on Fire (acoustic),1,2013,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Hush Little Baby,2,2012,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Titanium,7,2011,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Always in My Head (Harald Revery remix),1,2020,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Less Than Zero,2,2022,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Jimmy Crack Corn (Ca$his vocal mix),1,2007,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
We’re Good,9,2021,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Popular,25,2023,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Soundtrack,4050205,The Weeknd,856411
French Duets And Early Rarities,1,2017,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
UN DÍA (ONE DAY),3,2020,1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Living Out Loud (KDA remix),1,2016,1,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Under the tree,2,2024,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
"Just Dance: Remixes, Pt. 2",2,2008,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,Remix,75491,Lady Gaga,522177
Breathe Me (Ulrich Schnauss Remix) / Numb (Leila Remix),1,2004,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
The Idol: Episode 2,8,2023,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,EP,Soundtrack,4050205,The Weeknd,856411
I Want You To Need Me (The Remixes),1,2000,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
La Colombe,5,2010,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Album,,13011,Soprano,627188
Shout,1,2025,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
La tête dans les nuages,2,2017,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,,1191615,Jul,2265158
How Would You Feel (Paean),2,2017,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Complicated,4,2017,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
All Eyes on Me,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Mixtape/Street,13,Eminem,57633
VH1: Divas Live,4,1998,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Live,198,Céline Dion,60087
Cours de rattrapage,1,2012,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Album,Mixtape/Street,5175734,Vald,950572
Brol,8,2018,0,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,Album,,1042268,Angèle,4807932
Make It Rain,1,2014,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Soundtrack,384236,Ed Sheeran,860349
2step: The Remixes,2,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Sunset,1,2023,0,302bd7b9-d012-4360-897a-93b00c855680,EP,Compilation,542,David Guetta,572836
I Met an Angel (on Christmas Day),1,2020,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Les Oiseaux Du Bonheur,1,1984,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Paradis,1,2018,0,6cad3ce5-6380-4594-a8da-ae7d273b683d,Single,,259467,Orelsan,789245
XO: The Overdose,1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
IDGAF,7,2018,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Light My Body Up,3,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
La Grenade,2,2018,0,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,Single,,4889156,Clara Luciani,4290170
Everglow,4,2015,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Recto Verso,1,2013,0,6a2244c9-3122-454e-b83d-b23e2968884e,Album,Mixtape/Street,171998,Hamza,841407
CIEL,1,2024,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Enjoy the Show,2,2025,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Big FU,2,2023,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
5ème rapport,1,2017,0,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,Single,,74463,Timal,3964938
Ed Sheeran - Bad Habits (Sghenny Frenchcore Bootleg),1,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Dawn FM (OPN remix),4,2022,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Décennie,1,2024,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,,1191615,Jul,2265158
Chromatica Very Official Remix Album,1,2021,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Remix,75491,Lady Gaga,522177
Moth to a Flame (Adriatique remix),1,2022,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Best Life,1,2021,0,ce155ad5-afc8-4398-bf38-c99f02cd0814,Single,,4842061,Naps,3690398
Give Me Something to Hold,2,2024,2,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
LOOM,10,2024,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,,416239,Imagine Dragons,1188385
É.L.É.P.H.A.N.T,1,2016,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Lost in London,1,2006,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Other,,13,Eminem,57633
Ziggy,1,1993,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
ISPAC 2,1,2016,1,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,Album,Mixtape/Street,5542343,Ninho,4847604
Pris c'est loin,1,2016,1,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Complicated: The Remixes,1,2017,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Detroit vs. Everybody,2,2014,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Toi et moi,1,2025,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Postcards From Glasgow,1,2009,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,,892,Coldplay,555560
Téléphone,1,2022,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Lady,1,2015,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Chillin,3,2009,1,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
Love on the Brain (Dance Remixes),1,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Beautiful People (Miss Monique remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Nuttin’ to Do (radio edit),1,2018,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Strawberry Swing,2,2009,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Le singe fume sa cigarette,2,2013,2,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,Album,,5111084,Lomepal,1180989
Best Ballads,2,1996,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
The Blue Room E.P.,4,1999,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,EP,,892,Coldplay,555560
NQNT 3,2,2018,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,EP,,5175734,Vald,950572
Good in Bed (Zach Witness remix),1,2020,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
Take a Bow,4,2008,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Godzilla,1,2020,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Be My Lover (2023 mix),2,2023,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Work (emo polka jazz),1,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Home,2,2024,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
From the D 2 the LBC,3,2022,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Boys Will Be Boys (Zach Witness remix),1,2020,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
The Cherrytree Sessions,2,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Live,75491,Lady Gaga,522177
Heartbreak Anthem (Clean Bandit remix),1,2021,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Live and Fucked Up,1,NA,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Dégaine,1,2022,1,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
=,27,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Album,,384236,Ed Sheeran,860349
Shady Classics,1,2014,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
On My Love (sped up),1,2023,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Et s'il n'en restait qu'une (Je serais celle-là),1,2007,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Whiteboy Wasted,1,2011,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
"Living Out Loud (The Remixes, Vol. 2)",1,2017,1,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Live Without Love (Armin van Buuren remix),1,2023,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Blinding Lights (remix),1,2021,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
La vie de rêve,1,2021,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
Green Lantern,1,2011,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
Coucou,1,2015,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
1+1 (Banx & Ranx remix),2,2021,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Cherokee,1,2017,0,66ffca84-c76f-416b-9371-89ccb7bb9da6,Single,,4986771,OBOY,5686598
feelslikeimfallinginlove,1,2024,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
The Collection,1,1996,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Let’s Go (HUGEL remix),1,2025,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Beautiful People (Raffi Saint remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Je ne vous oublie pas,1,2005,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
XNXX,1,2019,0,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,Single,,292949,Dinos,1136202
Apple Music Live: MAYHEM Requiem,1,2026,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Live,75491,Lady Gaga,522177
Judas,13,2011,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
En ville,1,2021,0,55304866-1b79-4365-a6b1-961c95e9fc57,Single,,1479842,PLK,5096340
Compas,1,2015,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Single,,5175734,Vald,950572
Te Quiero,2,2010,0,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
I Bet My Life (Bastille remix),1,2015,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Remix,416239,Imagine Dragons,1188385
Dream (Jorgen Odegard remix),1,2015,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Remix,416239,Imagine Dragons,1188385
Hurricane,3,2021,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
DON'T YOU WORRY (Malaa remix),2,2022,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
911 (Bruno Martini remix),2,2020,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,Remix,75491,Lady Gaga,522177
She Knows,2,2023,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Together (Initial Talk remix),2,2020,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
D.U.C.,3,2015,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Album,,390,Booba,522394
Walked Away,2,2026,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Live at Brixton Academy,2,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Dreams on Shady Park,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Mixtape/Street,13,Eminem,57633
Te Amo (Arkala Dre Bootleg),1,2021,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Joker: Folie à deux: Music From the Motion Picture,6,2024,1,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Soundtrack,75491,Lady Gaga,522177
Gold (Jorgen Odegard remix),1,2016,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Remix,416239,Imagine Dragons,1188385
Daytrotter Session,1,2016,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,EP,Live,8706544,Dua Lipa,5250517
Wild Thoughts (Medasin dance remix),1,2017,1,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Lady Gaga Mashup: DJ Super Remix,1,NA,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Remix,75491,Lady Gaga,522177
Studio Album Collection,1,2023,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,Compilation,416239,Imagine Dragons,1188385
The Dawn FM Experience,1,2022,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Live,4050205,The Weeknd,856411
Memories of Summer,1,2023,0,302bd7b9-d012-4360-897a-93b00c855680,EP,Compilation,542,David Guetta,572836
Perfect (Robin Schulz remix),1,2017,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Gaga Remixes,1,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Remix,75491,Lady Gaga,522177
Bonbon,1,2025,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Peru (Chris Estrella remix),1,2024,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
"It's Christmas, Baby (The Snowman Remixes EP)",1,2024,0,2f548675-008d-4332-876c-108b0c7ab9c5,EP,Remix,3469,Sia,567274
Au coeur du G,1,2019,0,d721866d-5640-44ee-87f7-23dd062abd8a,Single,,1412564,Nekfeu,900257
Orphans (Muzi remix),1,2019,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Zanka,1,2023,1,10df38da-1292-4881-bd96-c6dfead3934b,Single,,4087782,Lacrim,859596
RATATA,1,2025,1,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
End Game,5,2018,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
En sous-marin,1,2011,1,d721866d-5640-44ee-87f7-23dd062abd8a,EP,Mixtape/Street,1412564,Nekfeu,900257
2U,4,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
On va tout perdre,1,2013,0,10df38da-1292-4881-bd96-c6dfead3934b,Single,,4087782,Lacrim,859596
Mylo Xyloto,18,2011,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,,892,Coldplay,555560
I Don’t Care (Chronixx & Koffee remix),2,2019,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Cœur De Pirate,1,2022,0,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
GO GO GO,2,2024,1,d6f204c1-ea79-4ad0-bac3-862faad14130,Single,Remix,7365500,Josman,4816066
Joanne,20,2016,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,,75491,Lady Gaga,522177
Live at Reading (2017),1,2017,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Golden (David Guetta REM/X) (from the Netflix film KPop Demon Hunters),2,2025,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
"David Guetta presents F*** Me I’m Famous! International, Vol. 2",1,2008,0,302bd7b9-d012-4360-897a-93b00c855680,Album,DJ-mix,542,David Guetta,572836
The Way I Am,6,1999,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Sexxx Dreams,2,2014,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
Up With the Birds / U.F.O.,1,2012,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Stan,9,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Baby (Hamza remix),2,2022,2,6a2244c9-3122-454e-b83d-b23e2968884e,Single,Remix,171998,Hamza,841407
Sensualité – Souvenirs d’enfance,1,2021,0,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,Single,,4889156,Clara Luciani,4290170
Want To,3,2018,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
My Heart Will Go On (Blasterjaxx Remix),1,NA,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,DJ-mix,198,Céline Dion,60087
The Girl You Lost (remixes),1,2008,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
wild control,1,2016,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Chambre 140,4,2024,0,55304866-1b79-4365-a6b1-961c95e9fc57,Album,,1479842,PLK,5096340
The Remix,15,2010,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Remix,75491,Lady Gaga,522177
Fix You,1,2005,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Live,892,Coldplay,555560
In My Place,6,2002,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Beauty and the Beast,3,1991,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,Soundtrack,198,Céline Dion,60087
Afterglow,1,2020,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Impossible,2,2021,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
I Don't Care,1,2019,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Down,1,2024,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Bones,2,2022,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
J'me tire,1,2013,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Cool (Jayda G remix),1,2020,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
Electricity,8,2018,1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Only Girl (in the World),5,2010,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Higher Power (ZHU remix),1,2021,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Baby Don’t Hurt Me (Robin Schulz remix),2,2023,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Sale pute,1,2006,0,6cad3ce5-6380-4594-a8da-ae7d273b683d,Single,,259467,Orelsan,789245
Hypé,1,2024,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
Helium,1,2018,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Le mignon,1,2016,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Single,,5175734,Vald,950572
Te amo,2,2009,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Jump (Club Cheval Rap Remix),1,2013,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Illégal,1,2008,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Le coeur holiday,1,2020,1,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Single,,13011,Soprano,627188
OMEGA,1,2019,0,66ffca84-c76f-416b-9371-89ccb7bb9da6,Album,,4986771,OBOY,5686598
Bad Boy,2,2017,1,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
Peru (James Godfrey remix),1,2022,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
No Diggity / Thrift Shop,1,2013,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Enna,3,2020,0,55304866-1b79-4365-a6b1-961c95e9fc57,Album,,1479842,PLK,5096340
Up&Up (Freedo remix),1,2016,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
In the Dark,3,2024,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
"2012-06-30: BBC Radio 1 Essential Mix: BBC Radio 1 Hackney Weekend, Marshes, UK",1,2012,1,302bd7b9-d012-4360-897a-93b00c855680,Broadcast,Live,542,David Guetta,572836
Rhapsody Originals,1,2008,0,2f548675-008d-4332-876c-108b0c7ab9c5,EP,,3469,Sia,567274
The Zone,1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Live From Comerica Park,1,2015,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Silver Screen (Shower Scene),1,2022,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Imagine Dragons (Spotify Sessions),1,2015,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,EP,Live,416239,Imagine Dragons,1188385
C’est l’amour,1,2022,0,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,Single,,4889156,Clara Luciani,4290170
Champion of the World (live at NPR’s Tiny Desk),1,2020,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Live,892,Coldplay,555560
Often (DJ Soltrix erotic bachata remix),1,2019,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Cross Me,1,2019,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
NQNT33,1,2018,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Album,Mixtape/Street,5175734,Vald,950572
The French Collection II,1,2006,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Heartbreak Anthem (Remixes),1,2021,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Higher Power (Alyx Ander remix),1,2021,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Dion chante Plamondon,5,1991,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
The Best Weeknd Ever,1,2013,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
Pour It Up,1,2013,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Cry Baby,9,2024,2,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
JVLIVS III : Ad Finem,4,2024,0,070a4a70-705b-41ba-a30a-cac559c781f8,Album,,162665,SCH,5263675
Shots (The Funk Hunters remix),1,2015,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Remix,416239,Imagine Dragons,1188385
Et je t’aime encore,1,2004,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Céline Dion,12,1992,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
Just the Way You Are (David Guetta remix),2,2026,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
South of the Border (Cheat Codes remix),1,2019,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Club Future Nostalgia,7,2020,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Album,DJ-mix,8706544,Dua Lipa,5250517
Genkidama,1,2025,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Ana Fi Dar,1,2017,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Mon amour,1,2022,0,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
