radio,sng_id,ts,title,played_duration,artist_id,main_genre,year,dz_name,mbz_artist_id,sc_artist_id
Vibration,1366461832,2023-04-13T07:12:53Z,Wrecked,194,5288900,pop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Swigg,1544258312,2022-11-24T07:01:30Z,Symphony,158,12526056,edm,2023,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Hotmixradio Hits,546875592,2018-12-08T14:04:51Z,,NA,564,r&b,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Mouv',1498546032,2018-03-03T09:02:32Z,,178,455796,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Skyrock,1544258372,2022-10-23T11:51:59Z,,159,75491,hip_hop,2018,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Mouv',1685068157,2019-05-14T13:50:06Z,Less Than Zero,2,455796,electronic,2022,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,4847604
Skyrock,508544952,2022-01-16T12:03:25Z,,NA,3469,pop,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Skyrock,686630572,2022-02-20T20:27:32Z,,3,564,hip_hop,2019,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Skyrock,11747920,2020-01-04T20:23:32Z,,NA,13,french_music,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Rire & Chansons,142986206,2018-03-14T13:20:04Z,Bad Habits,NA,542,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Générations,700948842,2022-05-22T14:46:24Z,,222,8909272,pop,2023,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Hitwest,853219452,2022-11-23T10:27:36Z,,137,5542343,pop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Champagne FM,2004820997,2022-08-16T14:42:54Z,1+1 (feat. Amir) - Banx & Ranx Remix,NA,384236,hip_hop,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Générations,439484722,2019-04-26T19:49:37Z,,NA,4429712,french_music,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,1544258312,2018-06-03T13:05:40Z,,169,74463,soundtrack,2018,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Chérie FM,477452252,2023-03-24T23:37:24Z,,185,4429712,pop,2023,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Mouv',553056592,2022-06-19T03:31:05Z,Family Affair (Dance For Me) - Extended,NA,892,rock,2023,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a,2265158
Mouv',1614510332,2022-06-18T11:35:21Z,Libre,14,4889156,pop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Vibration,1093313332,2022-05-19T16:09:47Z,Anunnaki,NA,1191615,electronic,2018,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Vibration,1570993672,2022-08-30T10:51:28Z,Shivers,185,1042268,pop,2020,Yanns,f4703541-0e73-411f-a5ff-dc8a0cb972ac,5795763
Mouv',408868882,2022-01-18T18:38:35Z,When Love Takes Over (feat. Kelly Rowland),NA,564,latin_american_music,2019,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e,841407
NRJ,1572268732,2022-03-14T13:39:52Z,Amour toujours,10,5288900,pop,2019,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Ouï FM,1718052197,2022-01-31T00:30:13Z,Suavemente,NA,75491,hip_hop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Skyrock,615570462,2020-02-28T04:31:11Z,Waves,7,542,edm,2022,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Wit FM,456076072,2019-08-30T21:48:47Z,,NA,416239,hip_hop,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Beur FM,1123203302,2020-02-06T12:24:57Z,Désaccordé,NA,542,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Générations,659688492,2022-09-16T12:25:11Z,,184,4803754,alternative,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Générations,3157972,2019-10-12T01:04:42Z,,153,416239,pop,2022,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Swigg,3157972,2023-04-01T05:42:33Z,,NA,384236,pop,2022,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Latina,658757872,2020-03-20T06:23:10Z,Track 5,185,1479842,pop,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Générations,703496412,2019-10-11T16:00:18Z,,226,892,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
RTL2,1198840162,2018-12-05T06:48:17Z,,7,4803754,hip_hop,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Virgin Radio,1809158027,2022-03-28T03:25:46Z,Shivers,67,13011,pop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Skyrock,1662709912,2019-09-12T01:59:31Z,Filtré,NA,5542343,pop,2022,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Fun Radio,1544258312,2022-03-21T14:36:17Z,Moi J'ai Pas - Version Album,NA,9197980,edm,2020,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Skyrock,1738831217,2022-12-27T14:45:07Z,Amour toujours,165,892,r&b,2019,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Générations,531907551,2022-10-02T20:26:39Z,Whatever It Takes,193,384236,pop,2022,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
RTL2,1682954137,2022-05-30T17:57:41Z,Toko Toko,151,542,pop,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Swigg,1578183982,2022-08-22T06:14:44Z,,NA,4448630,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
NRJ,101942865,2022-06-18T07:04:07Z,J'ai tout su,168,4429712,hip_hop,2022,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Hitwest,1963089547,2019-10-22T22:45:38Z,Symphony,NA,13011,pop,2020,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6,5686598
Mouv',876578,2023-01-19T16:39:24Z,,150,259729,alternative,2022,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6,5686598
Hitwest,703496412,2022-06-21T13:19:47Z,,NA,542,hip_hop,2023,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Virgin Radio,1536650952,2020-03-30T11:06:02Z,Bones,NA,892,pop,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Virgin Radio,142986208,2018-05-13T04:57:48Z,Sharks,NA,10189104,pop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Skyrock,1535046792,2018-11-26T12:24:12Z,Anunnaki,NA,604107,pop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Générations,1555331592,2018-08-07T08:57:03Z,,166,542,hip_hop,2020,PNL,da04991d-8e8a-43be-9892-1e6342a77410,1936284
Générations,1773206137,2023-05-22T10:09:33Z,Balader,NA,384236,pop,2020,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
RFM,1653237582,2019-11-05T07:11:33Z,Libre,239,8873540,alternative,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Chérie FM,1400849492,2023-05-21T12:47:39Z,,216,416239,pop,2019,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Champagne FM,1738831217,2018-08-28T19:04:06Z,Dans le Réseau,155,892,,2018,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Skyrock,583177672,2022-05-02T12:27:51Z,Man Down,189,4429712,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Générations,1488410312,2022-09-07T20:18:28Z,,NA,10189104,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,438868572,2023-01-29T22:59:14Z,J'Irai Ou Tu Iras - duet with Jean-Jacques Goldman,163,4889156,hip_hop,2019,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Vibration,546875572,2018-06-03T16:56:16Z,,260,384236,pop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Champagne FM,1662709912,2022-03-17T21:48:57Z,My Universe,155,8909272,pop,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Voltage FM,1614510332,2019-10-26T10:31:20Z,Viva La Vida,157,1191615,rock,2018,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Skyrock,438868572,2022-12-12T14:50:59Z,,NA,384236,french_music,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Hotmixradio Hits,546875672,2022-11-20T23:27:32Z,,NA,4889156,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
kiss fm,504056042,2019-02-27T15:29:35Z,La Quête,NA,4448630,hip_hop,2018,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Fun Radio,438868572,2020-03-09T19:34:51Z,Decrescendo,18,1042268,hip_hop,2019,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Champagne FM,1457107762,2022-01-08T07:30:02Z,RAPPEL,170,198,pop,2018,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Wit FM,919441272,2022-11-12T19:42:16Z,Mardi gras,195,1042268,pop,2022,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a,5468234
Voltage FM,1570993672,2019-02-11T23:38:18Z,Don't Start Now,3,13011,hip_hop,2018,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
NRJ,1524818552,2019-02-25T23:30:52Z,,4,13011,hip_hop,2023,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Chérie FM,562148732,2018-06-03T03:25:14Z,,NA,8706544,pop,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Mouv',3157972,2022-05-01T11:28:37Z,Papaoutai,NA,416239,edm,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,1536650952,2020-02-06T22:00:43Z,,150,384236,pop,2023,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Wit FM,1366461832,2018-04-29T22:27:11Z,Fetty Wap,160,416239,hip_hop,2022,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a,2265158
Skyrock,62376283,2023-04-09T16:53:29Z,Baby Don't Hurt Me,29,384236,hip_hop,2018,PLK,55304866-1b79-4365-a6b1-961c95e9fc57,5096340
Voltage FM,1372185412,2020-03-14T11:24:47Z,,201,384236,edm,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Générations,475164192,2019-12-26T13:18:50Z,Track 5,175,1042268,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Skyrock,1614228192,2023-03-26T17:33:48Z,,NA,13011,alternative,2022,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Virgin Radio,1722498577,2019-12-10T01:54:01Z,,NA,604107,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Virgin Radio,475164322,2019-09-13T09:48:54Z,Sacrifice,10,12526056,alternative,2018,Zola,3134d99c-a372-424a-9f65-d2dacfdccaba,1345896
Chérie FM,583177742,2022-05-26T12:35:29Z,,158,198,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Champagne FM,1366461832,2022-10-27T01:48:01Z,,7,13011,hip_hop,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Swigg,435821682,2023-05-13T03:26:34Z,CP_009_ Évidemment,NA,384236,pop,2023,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Virgin Radio,1614228192,2022-02-02T23:58:18Z,"Enemy (From the series """"""""Arcane League of Legends"""""""")",170,4050205,pop,2022,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
France Inter,1535046792,2018-07-01T01:34:02Z,VVS,NA,4803754,,2023,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Champagne FM,429975052,2022-12-24T10:19:36Z,Fetty Wap,NA,4889156,pop,2022,Vald,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,950572
RTL2,1480707722,2022-10-24T12:10:29Z,,201,542,electronic,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Swigg,1549185712,2022-11-20T02:13:02Z,Enemy - from the series Arcane League of Legends,98,542,pop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Générations,78129603,2018-12-12T23:26:25Z,,139,259467,hip_hop,2018,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77,5583003
Champagne FM,908604612,2022-10-29T01:35:16Z,Gasolina (feat. Rsko),5,1042268,hip_hop,2023,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Swigg,1078622722,2023-04-09T07:40:12Z,,12,5542343,,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Skyrock,355424091,2018-05-19T05:50:02Z,,216,5288900,pop,2018,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a,2265158
NRJ,562148732,2019-09-19T22:36:14Z,,148,416239,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Générations,700948842,2023-05-27T19:10:35Z,Shivers,NA,5111084,latin_american_music,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Voltage FM,615570462,2019-09-24T00:56:41Z,Santé,6,8706544,pop,2023,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Chérie FM,1498546032,2022-06-04T01:42:00Z,Viva La Vida,NA,74463,electronic,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Fun Radio,1682954137,2023-05-25T10:25:33Z,,NA,162665,french_music,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Beur FM,1428855422,2022-08-18T08:35:12Z,Macarena,3,416239,pop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Chérie FM,1614228192,2020-01-01T18:30:03Z,J'me tire,206,259729,rock,2020,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Hotmixradio Hits,546875672,2018-12-13T09:00:50Z,3615 Bonheur,NA,259729,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Mouv',853219452,2022-07-18T04:43:44Z,,192,4986771,rock,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Hotmixradio Hits,1567617182,2022-01-24T18:54:45Z,Doudou,NA,384236,hip_hop,2019,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Champagne FM,703496412,2022-05-15T16:37:54Z,,199,4803754,r&b,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Swigg,1524818552,2018-12-31T09:03:23Z,I'm Good (Blue),201,8909272,pop,2018,Maes,74def643-c770-470d-a0b5-21c0fa60069e,5278902
Générations,1409072752,2023-05-28T07:37:54Z,,NA,5175734,hip_hop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
kiss fm,1536650952,2022-05-04T17:52:01Z,La Quête,185,13011,hip_hop,2022,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,4847604
Générations,1647498072,2022-10-29T09:42:38Z,,NA,384236,alternative,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Skyrock,1798370057,2023-03-11T22:22:00Z,,NA,4448630,alternative,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Wit FM,1484264492,2019-08-01T15:01:28Z,Umbrella,NA,10189104,edm,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Fun Radio,620692342,2022-03-08T18:36:07Z,Enemy - From the series Arcane League of Legends,214,8873540,soundtrack,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Fun Radio,576857882,2020-04-18T11:27:51Z,Eyes Closed,7,384236,pop,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Générations,583177782,2019-01-27T18:11:05Z,Wrecked,165,416239,electronic,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Mouv',1457107762,2023-03-15T11:44:28Z,,193,3469,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,1366461832,2019-04-22T09:13:40Z,,180,8706544,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Vibration,429975012,2022-05-09T12:42:10Z,,NA,416239,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Vibration,1736058627,2018-10-14T14:00:31Z,,184,542,edm,2023,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Vibration,659688492,2018-08-10T15:17:39Z,Let Somebody Go,167,4050205,hip_hop,2018,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,3964938
Générations,1578173692,2019-11-08T09:05:31Z,,165,1519461,pop,2019,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,60087
Ouï FM,1409072752,2022-09-23T03:52:47Z,,NA,5542343,french_music,2023,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Champagne FM,1960576327,2019-02-21T07:19:49Z,Redescends,132,892,pop,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Vibration,703496412,2022-09-18T14:50:20Z,,157,4889156,pop,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Fun Radio,770906992,2020-01-25T13:36:55Z,Enemy (with JID) - from the series Arcane League of Legends,4,75491,pop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Générations,1572268732,2022-02-24T13:00:16Z,Something Just Like This,202,13962203,hip_hop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Générations,2027422747,2018-11-25T16:11:07Z,2step (feat. Antytila),NA,8706544,pop,2022,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
RTL2,2040550567,2020-02-03T06:40:37Z,Enemy - from the series Arcane League of Legends,NA,390,pop,2022,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a,900257
Hitwest,1524818552,2019-07-04T06:45:36Z,,NA,1042268,electronic,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Contact FM,1614510332,2018-04-09T04:05:29Z,L’enfer,164,4448630,alternative,2022,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Swigg,1529509522,2023-05-07T04:46:36Z,,186,542,hip_hop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Champagne FM,694498192,2019-04-04T01:34:04Z,,NA,310260,pop,2019,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Mouv',1738308487,2022-11-21T05:57:51Z,,166,1042268,hip_hop,2022,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Hitwest,1249769222,2018-05-08T02:29:39Z,,209,384236,edm,2018,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
NRJ,703496412,2023-05-30T16:38:35Z,,4,5288900,hip_hop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Swigg,1578206342,2019-09-11T15:10:04Z,Flames,198,75491,french_music,2019,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,2169993157,2018-06-01T11:56:16Z,,285,416239,hip_hop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Virgin Radio,783256962,2022-03-18T11:57:10Z,Doudou,166,4842061,latin_american_music,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Contact FM,538113022,2022-02-28T13:58:17Z,Hold My Hand,212,542,hip_hop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Mouv',1874467717,2023-01-10T15:09:06Z,,NA,4050205,pop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Virgin Radio,1614510332,2019-08-21T23:43:40Z,Le temps,NA,542,hip_hop,2022,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,3864820
Wit FM,1574660,2023-02-18T15:19:04Z,Rude Boy,NA,4803754,pop,2019,SDM,ee5acbd5-d291-4fe1-a06a-88060b131b77,5583003
Champagne FM,698747332,2019-02-24T02:50:44Z,Lela feat. Rim'K,207,3469,hip_hop,2019,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Virgin Radio,1684004347,2022-02-03T04:17:54Z,,188,416239,pop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
NRJ,1738831217,2019-07-18T21:00:50Z,,238,1042268,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Alouette,613579632,2022-04-24T04:21:45Z,Bad Habits,NA,384236,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
RFM,703496412,2023-02-25T16:02:41Z,Hold My Hand,NA,5288900,pop,2023,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Contact FM,1647498072,2022-02-07T15:36:33Z,Anogo,NA,384236,,2020,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
FG,115066974,2018-04-04T12:23:01Z,My Universe,NA,8706544,rock,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Générations,1809158027,2022-05-11T22:33:31Z,Wrecked,5,4050205,hip_hop,2018,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Voltage FM,106095096,2018-05-05T01:55:01Z,My Universe,NA,4050205,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
kiss fm,1480707722,2018-06-27T07:44:47Z,Peon,NA,10189104,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Chérie FM,1578183982,2022-03-11T10:32:24Z,,NA,416239,hip_hop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Ouï FM,1809158097,2023-04-30T00:04:57Z,Σ. MOROSE,215,4803754,hip_hop,2022,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
kiss fm,15672389,2022-07-09T17:30:35Z,,228,13918545,hip_hop,2023,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,1136202
Swigg,546875672,2022-12-16T13:00:24Z,,5,384236,pop,2018,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Beur FM,1578183982,2022-06-09T17:41:06Z,,NA,259467,rock,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Swigg,628330752,2022-02-14T09:22:25Z,,NA,4889156,,2018,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Swigg,615570352,2023-02-25T05:42:39Z,1+1 (feat. Amir) [Banx & Ranx Remix],NA,390,hip_hop,2023,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
RTL2,142986210,2020-04-06T07:01:59Z,Grand bain,189,4889156,latin_american_music,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Ouï FM,429974952,2019-10-09T20:33:22Z,,NA,1042268,pop,2020,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Voltage FM,531907551,2022-04-20T00:09:16Z,,12,310260,hip_hop,2023,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Hitwest,771486492,2019-02-05T10:05:48Z,Attentat,169,416239,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Skyrock,134533222,2022-03-08T03:59:52Z,Respire encore,151,3469,pop,2018,Maes,74def643-c770-470d-a0b5-21c0fa60069e,5278902
Fun Radio,581410542,2020-01-20T20:41:10Z,Track 5,NA,1191615,pop,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Champagne FM,1736058627,2019-07-23T15:25:22Z,,203,4889156,alternative,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Wit FM,1524818552,2023-01-08T03:49:55Z,D O D O,147,1042268,pop,2018,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Champagne FM,106733772,2023-04-08T19:49:05Z,Celestial,NA,75491,pop,2018,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Champagne FM,1544258312,2018-10-14T22:39:40Z,Toko Toko,157,13011,electronic,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Virgin Radio,13789085,2022-10-28T18:50:46Z,,203,892,pop,2019,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Générations,1368823302,2020-02-28T06:23:07Z,,NA,3469,hip_hop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Wit FM,871719912,2022-08-24T12:57:01Z,C'est lui,160,416239,pop,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Mouv',1567617182,2018-08-21T13:16:15Z,Suavemente,NA,4050205,pop,2018,Maes,74def643-c770-470d-a0b5-21c0fa60069e,5278902
Champagne FM,1674114617,2022-04-23T18:07:27Z,Verre de trop,161,3469,pop,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Voltage FM,703496412,2022-12-01T08:55:02Z,Cœur,4,10189104,hip_hop,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Champagne FM,1578183982,2023-05-29T09:57:34Z,Sharks,4,4889156,pop,2019,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Skyrock,581222402,2023-04-06T04:33:27Z,,6,9197980,pop,2023,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Mouv',1498546032,2019-09-23T03:07:07Z,Hold My Hand,190,10725097,hip_hop,2020,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Chérie FM,1366461832,2023-05-02T08:20:30Z,Sharks,186,384236,pop,2018,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Wit FM,1685068157,2018-10-13T05:02:33Z,Méchante,NA,384236,pop,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
